DisplayName,ChannelID,Count
lilsimsie,109809539,29179
loserfruit,41245072,31146
lumeifei,35860120,7418
littlebigwhale,121652526,29322
loud_coringa,569325723,238785
latesitoo,134037766,168
lelisdota,39777954,11458
letshe,182427515,24770
luckyghost,161444554,13287
luisormenoa27,175779148,9521
lyon3k,107957221,7889
linfufu,141055390,14750
ljh0328,133773012,9377
lpl,124425627,95036
liminhag0d,77573531,61430
lirik,23161357,214679
loeya,166279350,34431
loru77,242993644,15402
loud_thurzin,569327531,59956
kyle,154425624,73643
lapi,44806759,9808
lilballzlolz,82387617,7070
low4n,35828637,21995
luckychamu,143646010,16578
lett,166136550,54
lightfurylf,146982508,14772
lilypichu,31106024,106529
llobeti4,111297998,42327
lolypokicake,410299002,33287
lebouseuh,96562014,38834
legoo,138111494,59664
leopard,16995144,11239
loopooyt,106647842,15477
lol_cuvee,153036354,9053
loud_jordan,660006987,7530
m0xyy,69012069,30464
ma_mwa,161982841,11218
maailinh,84495343,14053
kyliebitkin,41568677,35783
leehunnyeo,137612832,7558
leynainu,61974931,85338
lobanjicaa,126902046,16679
lpgjustjohnny,88239974,18762
lubatv,142546050,1754
lucroan,24823694,9250
lululuvely,94875296,65223
lck,124425501,100462
leechunhyang,138391313,19172
lenonns,133136019,4449
luzu,66370849,8530
lyonwgflive,31561517,108738
m3traneo,75645599,8792
maximilian_dood,30104304,80946
maximusblack,23945610,8236
mayapie1,36464131,5749
mimiluckying,102192603,6326
mitchflowerpower,23317308,3821
momonkunn,35999968,12671
mandzio,24558341,32636
maciejay,122320848,25032
magical,45106244,13092
matsuri_hs,157825412,7375
mazarin1k,27186524,6117
mcgribbles,90387538,189
membtv,2400710,9096
mendo,57717183,22346
maau,47594707,7326
miikelmst,53567674,14481
mistercop,57116735,7587
menostrece,85652487,51142
makatao,44057119,21255
maya,235835559,26671
method,121649330,9431
mightyteapot,44034733,12703
mistermv,28575692,90944
mlchoins,134639274,9619
mokouliszt1,50967098,11498
magenta62,275644615,18747
momo_sports,506718746,23437
marinemammalrescue,538506717,26234
melharucos,26819117,51327
merk,41652,17712
misilia,38503824,1172
mister903,147090450,14440
mizkif,94753024,152293
moistcr1tikal,132230344,183916
majuuzinha,266164775,157
matimi0,24198048,10640
maxim,172376071,52815
maximum,42490770,54116
masondota2,40754777,61015
mande,128856353,26632
mang0,26551727,37595
maxi,171868899,6273
mckytv,101572475,151647
metashi12,56489971,49032
miniuwa,31115561,7048
minos,63985840,14046
malinkaa98,248388278,48255
mobuckets,267948159,27559
mathil1,25575995,42905
maty,126324637,10255
meteos,38708489,88
mikeshowsha,53097223,17653
miltontpike1,153314610,16678
mithrain,79442833,31584
markitonavaja,494026769,52018
maghla,131215608,30006
mastersnakou,42141251,25419
matteohs,124318726,26307
memayoi,158468030,3524
mickalow,30709418,15027
mmorpg,41684297,12289
mabzouel,77148737,12578
mailand,61776958,17764
makina,30685416,17645
masayoshi,46673989,47510
masteerxd,248926175,15887
mastertay,29214396,8436
melchior,85977125,12976
micaelala,484399092,4306
magixxlff,236196220,2607
mitdamm,485312080,6358
mobilmobil,29518572,38029
moman,18887776,39752
michel,75891532,45331
matafe_,54185820,10015
mattrp,20608838,11232
meikodrj,187352927,28820
midbeast,92113890,131160
macaiyla,43126328,12897
mixwell,96116107,54105
ml7support,51929371,23058
methodz,40541068,16393
marzzzzy,213104821,9407
meowko,195326003,17995
missasinfonia,46094501,50288
mahdiba,112523183,11729
mehdideluxe,136784171,49008
mehdochelive,169558955,3060
melina,409624608,54589
manyrin,53999900,28957
ming,40114747,7005
momo,38852102,24837
marex,161006524,19521
mery_soldier,95865289,11592
miniminter,39894746,28986
mahluna,151883075,29429
markilokurasy,75802639,1
mayichi,94055227,43298
mistafaker,45912780,13208
manvsgame,8330235,15917
mouzakrobat,97903976,13067
mr_wuco,80731615,14896
natehill,181224914,19653
nightblue3,26946000,52721
moonryde,48192899,59135
nakoo_fn,422770569,28180
naru,38287412,20147
naughty,154452148,4582
nihachu,123512311,47544
mynthos,28585164,26016
mrbboy45,21080562,11175
mrcreatifee,277112216,20347
mrsoki,48437708,49816
mujs_,257049727,33208
murdercrumpet,277057209,15499
nahzinhaa,122734645,24538
nba2kleague,209348876,4095
mongraal,133705618,214377
nezak_,179144678,21425
nimuvt,495899004,73751
nitenightkid,48946894,677
nephtunie,130178840,15694
muse_tw,451374597,19001
natarsha,99591839,17786
nein1203,64855800,10109
neutren,44371628,12521
noardra,228062669,8010
mudynxd,134118008,12796
nba,152984821,1032
newbz,121902166,9131
niklaswilson,501438035,33871
nobletofu,148393319,6076
nodolly,131664608,24853
nanayango3o,137640527,23164
msstudio,406654859,15567
mst3k,105623158,9120
naseongkim,103991968,24826
nenecreative,106594300,10908
nick28t,49303276,28366
nickmercs,15564828,281739
nohandsgamer,188965645,6788
mr_mammal,44858482,8907
nanajam777,150664679,12768
nateos,267603990,21053
nefastone,263392353,9475
nicewigg,415954300,83585
nickdaboom,54319112,14403
mutex,98506045,77579
murda,78397626,15158
myth,110690086,45648
naguura,39159998,33945
neoness007,62502182,4291
nerdstreet,97876585,2144
nikof,110119637,14095
noctisak47,141414675,14510
move_mind,104320683,24471
navcia,41180913,5784
nemo_good,161835870,6715
nniru,460120312,30453
noahreyli,146994920,50962
naded,4331474,3620
multiplayerit,48199446,4809
natalan,189260132,31352
natsumiii,42177890,53903
nmplol,21841789,143703
moondye7,35933008,717
mount,58115154,41607
murilosoo,202987684,40
mym_alkapone,31478096,45478
mysportsch,586801846,1419
neimki,690743438,15214
ness,106690387,10008
nix,67708794,27661
moonmoon,121059319,109007
mrstiventc,517677074,33167
mywtheking,42120234,9308
nbcolympics,492141441,26
nikolarn,66272442,24256
ninja,19571641,227793
mrsheeplive,169153562,467
mymtumtum69,42999001,10978
nannitwitch,513749125,11007
nissaxter,42351942,44834
nobru,506590738,74581
monstercat,27446517,7230
msmsms213,138117005,14063
muangfang,687696459,5212
mulder,114010306,10963
naowh,53649632,41522
nikitonipongotv,127443997,24235
monodie,138657790,7711
mukai_fps,131574416,28641
mushway,81432617,17471
nickeh30,44424631,85869
nidas,138907338,25969
montanablack88,45044816,559724
mortenroyale,135558945,28976
never_loses,29722828,32841
nl_kripp,29795919,120870
moogrr1211,110345640,8647
petezahhutt,21837508,17530
noway4u_sir,85397463,103754
nuuhfps,54387112,11018
nymn,62300805,27728
ocalheiros,95032018,6767
ohtofu,96235256,27390
otplol_,622498423,188378
parkseorim,140179881,3795
petrusco2,26024816,2966
piecesgg,513738522,15
nokduro,137687203,57574
officialandypyro,46021592,4065
olesyaliberman,184147110,14289
omofficial,491625140,6440
patopapao,35647075,16320
payo,59624901,33325
pieman,122881889,21233
obsessiontwitch,148147054,5610
odablock,177730578,52769
odpixel,68406726,3932
papaplatte,50985620,68260
pchal,111971097,19416
pengu,85956078,32945
peroniaxdeluxe,74571203,1831
okcode,410965603,48367
overpow,8822303,20055
pakusyo,145178632,4060
peterpark,124494583,47007
phunkroyal,21431060,46352
ogmeik,466198311,3971
paulanobre,55660184,29023
pch3lk1n,48978939,26471
nowayzao,195680504,9095
oonolive,70983894,8898
peereira7,182714869,30168
novby,250364631,14690
nukomaro2020,464480572,5632
paoloidolo,29750090,23066
pato,262480800,10592
phyzikk,73522739,17649
piazztwitch,131342532,13827
orslok,25058448,731
northernlion,14371185,45153
nugiyen,30967548,21070
oestagiario,252606559,54063
olyashaa,104717035,27875
ookina,128544632,9599
ops1x,185619753,68961
orangemorange,95603047,29809
paka9999,164459256,70294
pankyy,82388424,19379
papomc,536794313,13761
paradeev1ch,515044370,11677
patriota,28703999,23707
pestily,106013742,68644
pietsmiet,21991090,74142
nosoyunytuber,422911605,3185
okingbr,443654989,14975
okyyy,462594741,13059
ovotz,210014596,88
pathofexile,35821635,361
pavelskibh,153467048,22018
peachfps,44391234,1262
nyanners,82350088,57260
obm1025,166079347,57861
onscreen,27121969,11837
pathofexilebota,232372312,12716
pg_esports,52650914,5417
noraexplorer,173164131,7414
orkpod,44162266,13896
pace22,31457014,17677
paladinsgame,94706671,15183
pearlescentmoon,75366734,12519
pgod,198434884,42809
noobowl,59703165,1445
numotthenummy,26302559,11996
otzdarva,61812950,118257
pacific8815,81857784,48018
pantoufl,35806568,5089
perxitaa,35980866,39432
northwar,29912693,1294
nuke73,27954235,17428
philza,3389768,194692
ogadotapit,59168409,82853
oyunfatiihi,276315580,12740
p4wnyhof,71672341,29631
pevor13,91538537,19022
paymoneywubby,38251312,48211
ogaminglol,71852533,7561
ogamingsc2,71852806,10609
olsior,40653495,13463
oniyadayo,605425209,18239
ovationesports,498585966,22
pabellon_4,514595736,33473
pago3,29468517,38446
pieface23,52615982,56176
noko,37175851,55999
notmes,38878346,18432
nwslofficial,489387026,3755
penta,84316241,52242
ray,85875635,18405
pikabooirl,27992608,21281
pompeyo4,118220323,19839
posty,135377687,35269
prizzaa,225886040,16312
pubg_battlegroundstr,149232299,3491
pulgaboy,48340211,36038
ramee,95873995,131544
razerninjas,65428174,16397
recrent,39154778,106899
pijack11,48898260,36531
playhard,66934438,19676
raeyei,134661043,17848
rakanoolive,119638640,29777
rdulive,59965916,49656
ploo,102731041,44917
polsatgames,253036018,18658
qttsix,16677765,26130
quattroace,134593986,8563
purple_hs,84553934,13499
quarterjade,173758090,52376
reetlol,269835621,42979
putupau,74547134,33782
pwgood,116738112,5908
qq7925168,53395686,21832
rax1337,28213443,17657
raxxanterax,24482705,9061
pisicela,32027530,48732
popo,91229603,34818
pubg_battlegrounds,127506955,61820
qsnake,71558231,15660
randombrucetv,85463072,9570
prodigyddk,45973707,19578
punz,217965779,30893
rainbow6br2,563259666,24124
rakyz,54392876,18053
pikra10,194230187,21090
psychoghost,39067173,12449
ratirl,57292293,95629
ratoborrachudo,51891532,7342
rebirthztv,49839696,68812
pjs9073,134586700,59377
quantum,41467289,17402
ratedepicz,50237189,126249
pizfn,236507843,46293
pokelawls,12943173,79366
pokerstars247,225772624,17842
polypuff,79297907,1901
ponce,50597026,92165
primeleague,463176517,17940
pusa6019,182779724,7041
razah,68727743,21531
redbeard,111589942,8078
relaxbeats,153859298,7270
ranboolive,489155160,317239
pimpimenta,102346837,25583
pollynette,106828118,7078
potionshoptv,26603977,2004
quackity,48526626,17712
rainbow6br,132106826,36107
rainbow6latam,233992790,29664
rainbow6tw,204902476,6851
ray__c,107305687,46679
pow3r,38499199,77861
projektmelody,478575546,26239
psherotv,26341777,19412
purplebixi,209139976,40603
qrushcsgo,104435562,16686
qtcinderella,247808909,129815
reitathefps,39467114,8556
reidboyy,42175924,9018
preachlfw,23857542,46868
pubgkorea,238141340,14667
qq102qq,501734466,14369
quin69,56649026,124574
raderaderader,492615508,41145
rainblue37,49655919,5368
rakin,44099416,65279
rekkles,35739604,218
reeze,80474667,2588
portialyn,151249156,32865
potasticp,501717654,17335
pqueen,177249859,61735
qlnek,40855047,12677
quickhuntik,105244994,23887
rainbow6,65171890,183490
ramez05,42320398,3630
pokimane,44445592,196908
pronoobicx,468417934,9057
ranboobutnot,663294488,38196
ranger,110892046,24417
reborn,109492660,31538
pubgjapan,179988448,3478
purpled,490245656,17167
q158688920,26766376,12969
quickybaby,30623831,34335
rainbow6de,76457409,12451
raizqt,36259794,25411
realzbluewater,62595539,23882
rekinss,96812687,15089
rumathra,41567638,59548
rybsonlol_,123180725,39358
sanchovies,115659124,28969
sandbox_go,419523951,70
savyultras90,3818382,28306
schwabbeltown,140714397,7975
riotgamesru,72977645,14548
rezo,622545020,46638
rhffkddl96,415776561,7985
rockstarcr,183246771,9885
runthefutmarket,143759910,60191
saiiren,153176290,1292
sal_gu,127718836,34024
replays,146790215,25216
richard_hammer,46945963,4682
roshtein,72550899,251835
rubberross,10904915,17483
s1032204,138689767,20874
saintone,48827570,5583
rollingloud,241562355,368
rizzo,23097521,24216
rkdwl12,149188013,18600
rlgus1006,490638667,13029
roidie,66363279,11349
roieee,132954880,23558
rtgame,88547576,34252
sabaku_no_sutoriimaa,111040032,28448
retrogaijin,70795534,18603
saltyteemo,50815446,6339
resttpowered,50063424,29027
rewinside,46780407,33488
rkdthdus930,144200210,22662
rnakano,90917536,4589
robn,61212355,10166
ryuquezacotl,39392583,5596
sackzi,139504995,27394
relaxing234,26779624,72938
sapnaplive,638077636,17875
rob2628,36998510,880
robbaz,71336,14172
rraenee,145202260,22364
sabsdenada,579517357,204
sacriel,23735582,50073
samsaberi,115090564,14588
riotgamesturkish,36513760,21045
rngudwnswkd,137604582,10826
robnic,70473299,8831
rogerbrown,15876918,6010
rotterdam08,22365608,10488
rvnxmango,76728281,12225
s1mple,60917582,110872
revenant,38446500,54216
reverse2k,68292748,9848
rigoncs,42820071,2465
rivenzi,32053915,11277
ruben,84946492,7733
sacy,25116812,52949
repullze,118202507,22048
robcdee,169185650,35714
robinsongz,60672785,26816
roxmiral,70924840,7041
saddummy,30904062,76793
sashagrey,421838340,42711
rhobalas_lol,151874024,37755
riotgamesjp,104833324,35533
rocketbeanstv,47627824,34709
sah_yang,139060194,15676
savjz,43131877,23535
scarra,22253819,48787
repaz,101020771,24325
ricoy,96604083,161399
rollingstone,592288540,623
sardoche,50795214,113329
rickyedit,115657971,20754
revedtv,97123979,40107
richwcampbell,127463427,87578
rooftopcat99,138686063,37513
russel,70682869,7017
remsua,416083610,57914
rubsarb,125093246,17808
saltybet,43201452,11788
sasatikk,67519684,31791
rescue,92655587,12400
revolta,40748114,41183
rifftrax,7832442,7674
rogue,64581694,59866
rootthegamer,723361024,7493
rudbeckia7,46834933,17477
runner0608,149397653,40526
sapnap,44332309,101776
restiafps,126595970,34840
reversal,61839721,5099
riotgames_korea,107870305,4039
roflgator,11897156,33798
rokkeks,793826266,7872
rubius,39276140,518122
rudex,267394896,14947
ryux,175229703,21662
reventxz,40110994,25116
sajam,1527327,16679
sir_thomas_,71619324,11900
slick,98274770,22304
smallant,117349875,82848
sn400ja,25247111,11139
scoped,193270950,37101
setty__,227101767,1209
sh4dowehhh,47716614,21421
shadowkekw,465131731,17431
smurf_tv,182899347,14868
scrapie,40646018,15450
sidoka_ns,191614717,4594
sinatraa,138094916,163716
slrabbit99,28990891,11192
smitegame,31500812,59426
sneegsnag,24057744,40009
shinimon,36198475,15055
silent,32402794,44670
sirmaza,39518378,15999
smashley,40601000,21427
sixentv,38009333,35880
sixwong,7995300,20130
skyshocktv,29249710,17289
smittyw,40857595,22470
shibuya_kaho,496970086,23664
shisheyu,62989856,22168
silphtv,138009898,14674
silvername,70075625,113701
sips_,26538483,43862
sleepypuffy,669411046,1207
scumtk,142907660,11870
shubble,31063899,14264
shurjoka,46544012,25515
sick_cs,77165632,95150
slop3,7093315,7894
scump,13240194,95952
sereda,265053976,5839
SirNeontw,242009688,1137
sloot,29363507,9141
skill4ltu,110775952,24441
smzinho,37705807,48982
ses836,48731544,28224
shlorox,40784764,34633
shuteye_orange,25202416,24549
sidneyeweka,135177864,96510
snoodyboo,135629563,13552
sequisha,25458544,65302
shackyhd,63033449,13662
skyyart,70298660,32306
smoke,70880222,36840
selis13,178763618,10515
shiphtur,26560695,41030
silentsentry,56625428,7665
smaczny,25452828,9272
sintica,35884167,36516
slysssa,142199256,12953
smokaloke,51486023,8163
seals311,117209801,10958
shenpai,25821344,16979
shivfps,128149102,160102
silithur,31220977,131007
silvervale,56938961,27348
skyrroztv,52349411,63599
serpent,49901658,9404
shaunz,43102846,25609
shotz,112822444,44357
shoxx__,103495737,6440
sirhcez,27934574,20726
sleepy,135052907,32221
snaggymo,134965839,5492
sekapoko,47485986,24689
sgtgrafoyni,95932575,9154
shroud,37402112,958140
sick_nerd,49408183,13227
shofu,4073179,4742
shookwon,41283727,10272
shtan_udachi,89288528,18033
skswhdkgo1,429533286,9042
sco,12665,5595
scripe,55943318,15848
sees360,468031986,5848
sheriffeli,144555242,17236
slayproxx,57361005,11069
sneux,137089044,17674
snip3down,21270244,72760
sinksr,119373619,6121
sjow,22588033,25817
slipix,89204267,33757
snipernamedg,42061614,4324
shenryyr,44173074,9765
sirolopez56,610935997,16011
sizer0346,79086834,6757
skipnho,63602976,44100
simply,35780889,35496
singsing,21390470,39888
sneakylol,24538518,106626
shadoune666,36533048,13663
shahzam,38433240,211499
shayvictorioo,121887478,41363
silky,451786566,26651
so_urf,153038708,13961
spygea,10985633,95953
staryuuki,167189231,49163
sunbaconrelaxer,94908847,35944
syaruru3,123278702,12849
sommerset,277945156,55614
soyfelipez360,107627864,19364
stanz,36221636,12151
staysafetv,29899360,38531
steelohs,76933563,7482
stero2d,180726259,4198
superevan,47703889,29708
sweetcampercs,48093884,39186
tanukininja,143662611,9613
sodapoppin,26301881,284409
solaryfortnite,198506129,51611
spoonkid,119925910,34810
stevewillsendit,450775736,22825
snow_hite,191255489,14757
snuffy,515567425,27168
sofikimmy,109093498,20923
sola,44864184,24648
sologesang,139208197,22916
sonii,73469143,9544
steelmage,57317154,47076
strippin,23179441,26309
stylishnoob4,50988750,212713
subroza,40965449,84500
sunbaking,114774737,379
takeshi,37370325,15179
tanizen,40299581,24898
solary,174955366,73569
spammiej,26290555,9987
spursito,104455653,52086
squeezie,52130765,150742
squishymuffinz,90018770,14621
tado87,26465197,2118
takesipon,22596190,30605
sodtz,109280916,2850
stableronaldo,246450563,18871
stormen,101936909,53102
stray228,40488774,105907
sujagg,96564203,75112
surrenderhs,96883432,7244
sovietwomble,67802451,40969
sparkofphoenixtv,36464115,6361
speedgamingportugues,411814005,3817
spell316,518016053,2004
streamerhouse,44741426,84218
swagg,39724467,140396
snowmixy,50911855,19461
socialboomtv,458380257,2400
souzasoul,187446013,16332
strogo,233741947,39494
surefour,2982838,24077
swehyt,113736015,11194
sydeon,244407024,11891
sypherpk,32140000,129361
solorenektononly,30227322,12072
soursweet,85834498,19772
soypan,57993352,19869
spoopykitt,159239770,21121
staiy,48865821,39294
stolenbr,39711157,21756
superjj102,58352686,32712
sonecarox,71440174,18007
supertf,59635827,35444
sylveey,175383693,3226
t90official,92957305,25755
speedmanq,47433731,16360
surugamonkey0113,90131691,17733
sooflower,419795496,28605
stevesuptic,10180005,27454
sweet_anita,217377982,37560
sykkuno,26154978,231829
symfuhny,31688366,121494
tanxlive,79787770,21142
sonycast_,137404969,25765
speedrunsespanol,79774729,895
sweatcicle,96706929,26788
solaryhs,416031592,35357
spaceboy,61312447,20279
ssaab,116888929,52881
summit1g,26490481,320574
sushint,101718787,3817
sweetdreams,143726713,51956
swimstrim,143357760,11670
solidfps,97782735,11709
spyro_za,172430119,6786
srserpiente,30805171,5536
starsmitten,61852275,38335
stylerz,55970469,25616
suetam1v4,228371036,48890
tanzverbot,43548655,22075
tapl,132083317,15695
stopgameru,47954096,6029
summonersinnlive,40336240,14785
suri,159099058,7096
sweepsgg,447077135,5498
takulz,667463132,9571
taylor_jevaux,469348555,28580
tcec_chess_tv,180854563,1079
tealzlol,96161253,7667
teegrizzley,431882702,23669
teknoyd,121555768,11989
tenha,239474978,23986
tsm_viss,90020006,33375
teepee,23844396,81089
thestockguy,249820319,22883
toeiii,152358509,7303
tommyinnitalt,556173685,623
tpain,117083340,27855
trick2g,28036688,22499
tubbolive,478701870,37332
topsonous,153670212,133
tarik,36340781,116636
tarzaned,123782776,32410
tgltn,103259021,26343
thebubbaarmy,118342490,3913
therunningmanz,69824993,28228
tiburci0,85206619,6860
timbo,49413110,5814
tteuw,47119647,19630
thekller,36009345,12820
tmxk319,148057505,72735
tradersamwise,566380239,2960
trainwreckstv,71190292,305816
tru3ta1ent,48286022,45462
tecone,100630863,15915
the_happy_hob,87803283,28488
thechief1114,53904523,9896
therealmarzaa,89600394,39001
timthetatman,36769016,4794
tixinhadois,32115632,13243
team_spiritzero,63563054,3549
tetristhegrandmaster3,47281189,3180
th3antonio,39115143,41209
thedeluxe4,11198364,6395
thegeekentry,124651013,8732
thump,111518512,6052
tinakitten,42032495,69472
tranth,42848761,12532
trashtalkfr,150315224,212
tuonto,98078101,43872
teosgame,98099061,4117
thdlock,23518699,3842
thisisnotgeorgenotfound,654556126,41333
tinkerleo,71968056,15133
tomato,43784278,26865
torona1,192200166,18442
tectone,27717340,61564
thedandangler,435049951,15270
themystic7hwd,171122649,7607
thomefn,195007466,5563
timmac,9244832,34609
tonton,72480716,49819
toqtir,97716686,45344
torro,99121518,12586
trymacs,64342766,402678
taxi2g,136822306,63233
tenz,70225218,104342
tolkin,181357564,50276
tommykaylive,157636141,17766
tenekekafalar_tk,134927899,12779
theguill84,36318615,27234
thejrm_,412114748,27596
thenicolet,197406569,70823
traytonlol,81446331,32805
trilltko,110027977,1551
taspio,484404305,72423
thealvaro845,69564524,10117
thedarkness,52614128,30523
tommey,25736477,40834
tubbo,223191589,158700
tsm_theoddone,30080840,9945
teamsp00ky,11152602,13927
thebausffs,93869876,81188
theboisantana,196668687,10344
theviper,30382440,13040
thijs,57025612,49704
tobias,473183066,7461
tpabomah,265940345,44537
tfblade,59308271,75638
tfue,60056333,202115
titodami,472254606,9647
tntsportsbr,124640241,34786
trymacskaktuskoenig,571613121,2577
thegrefg,48878319,574473
therealknossi,71588578,354218
trinity,40383341,8034
tumblurr,77827128,70184
thebenbig,64068940,9901
tiagovski555yt,246532465,10168
tiankami,95645837,12242
tobiasfate,91137296,93416
towelliee,20694610,107416
trilluxe,55898523,42863
thaldrinlol,46595619,10555
tommyinnit,116228390,71049
truegeordie,553122896,31949
uthenera,28541821,18701
valorant_jpn,544210045,92279
wayne75525,40656652,19576
umggaming,112837021,2993
unsanitylive,7167763,2744
videoyun,24233423,20195
wardell,100182904,60353
weplaycsgo,50938009,2698
wirtual,92271663,32552
wkgml,138542600,31608
woowakgood,49045679,52202
uhsnow,122887284,27925
urbanaplayfm,642520006,5646
wagnificent,109341125,21993
twitchpresentskr,474884128,9248
vysotzky,96308352,48487
velox,109778370,29981
vgumiho,50686586,42147
whitespaa,551906487,32784
wingz,73915127,5769
unlostv,83399952,36472
vei,97245742,76723
unclebjorn,73477451,13565
wintergaming,25766032,17026
twaryna,19721626,15856
twitchrivals,197886470,31582
weak3n,25220420,25394
x2twins,189290002,58040
vadeal,487318498,38009
valeria7k,192376620,14951
vlesk,26707784,24039
willneff,122888997,26819
wolfabelle,190146087,30649
wudijo,61438909,7457
valorant_la,544213766,25288
vinnie,208189351,20292
westcol,168732568,21792
willerz,118155820,30905
withzack,128268757,11947
wearethevr,63493039,23207
welyn,128892121,24108
whippy,28564152,59785
wingsofdeath,30171560,12284
unsympathisch_tv,79769388,47611
valorant_br,502014446,79534
valorant_kr,575804071,17493
werlyb,30357893,65844
unboxholics,68246485,19307
unicornio,61519248,47907
warframe,31557216,90874
winghaven,41790550,27868
woohankyung,455679396,26391
wtf_winds123,29546745,31478
twayko,185163242,15686
voodoosh,87481167,61723
tyler_ygg,52379691,15269
vaporadark,38276909,3322
vicens,101395464,20090
voyboy,14293484,140
wackyjacky101,91103221,13479
waitou1117,88217136,6060
twitchsports,232867781,1072
tyceno,100048582,89175
twitchfarming,438349822,10908
ultia,68594999,16120
valorant,490592527,725944
vargskelethor,28219022,22567
venruki,21302211,19452
vercetti,416781017,14377
tvander,132279966,30575
twincytv,440140011,3154
warchiwar,40282149,19887
warcraft,37516578,173
wardiii,26973975,10948
welovegames,30814134,35752
vivalafazza,131917576,20818
wankilstudio,31289086,30499
whaazz,68266211,21150
wilbursoot,185048086,121726
x6flipin,27757893,12909
uzra,11692694,31895
versuta,21802540,13430
uberhaxornova,7010591,29151
uselessmouth,22877031,15355
vanotica_,189420367,9076
vgbootcamp,9846758,58862
viperdemon,39150803,21554
vitapvpey,74051603,5975
twitchkr,103368190,2735
tyongeee,432065909,9326
vovo,136189230,9659
wtcn,51950404,151759
wingo,41384425,4157
wismichu,30504119,14111
witwix,11558942,9272
wolfeyvgc,105714465,3040
worldofwarships,182565961,42578
valle,179597489,8916
weathernewslive,471136540,2814
xo_trixy,125323544,5589
youngmulti,28141853,29841
yourpelagea,183581994,13967
zzamtiger0310,120568022,19246
ydcb,77140862,12592
zakl1k,192202755,9393
zeko,101448647,16696
zizaran,36483360,64199
xcry,96246531,24947
xnapycz,27370971,18490
ybicanoooobov,68950614,63940
yomax,74391737,30707
yumyumyu77,156748712,33834
zapman,26302544,18701
zerkaa,13884994,64107
zigueira,32171655,38920
znebtv,140757037,4454
xargon0731,47250099,40322
yamatonjp,57962435,39357
yoowooyang,137952746,5341
yumytv,17206877,8786
zanki0h,23138164,6913
zony,101286926,10620
zubatlel,131376461,36684
xhibaoger,25086797,35512
xthesolutiontv,56040562,44357
yapyap30,103861159,49801
yetz,27680990,12340
yourfriendkyle,94247604,6818
yourragegaming,36926489,64107
zed99_lol,140116025,21542
zok3r,36061968,17814
zoodasa,138287817,14189
zormanworld,65876095,20298
xari,88301612,36734
xlice,73362563,31135
yayahuz,194749904,27822
yuggie_tv,235634967,12455
zakvielchannel,44407373,6861
zerobadass,28526571,27269
zwave69,275272993,17773
xposed,106065411,48479
yunzinseok,427703203,5364
zanoxvii,75830338,156199
zerator,41719107,145371
ziggy,45453222,11746
ziggydlive,45302347,2540
yogscast,20786541,20406
zaayonyt,98571070,3036
zeplahq,133394398,22752
zeroyalviking,1845004,11528
zwebackhd,43650535,16068
yassuo,121203480,41196
yd0821,103440455,42202
yvonnie,45184940,47504
zackrawrr,552120296,65738
zrush,15027034,35041
xchocobars,42583390,37234
xhiet0,416719291,13067
yosoyricklive,204708397,16638
zondalol,30141561,7360
xcaliburye,67416440,35923
xkwhd,175163251,23492
yugyungwoo,78648925,5208
zeling,58753574,16223
zilioner,66375105,84874
zoil,95304188,12106
xewer,88524154,12044
xiuder_,160489367,40419
xmerghani,65866610,16839
xpandorya,35893764,17939
xqc,71092938,651512
xth0rek,69616738,25753
yuna,41678000,7060
zade,49508092,21487
zanfas_cenegal,206865739,11002
zexrow,83026310,4769
zhiting_li,689077787,36676
zloyn,22814674,44255
xn0rth,43483007,13616
yang,27349448,11653
yoda,47071880,154750
zynxyz,39383136,5238
xakoh,38461708,8034
xaryu,32085830,15720
xhankyy,48870826,21573
yoshi93,89389801,11079
yoshinama222,516315196,11925
yuniko0720,57775220,16809
zaelia,13101446,60
zemie,104632789,22476
zentreya,128440061,22346
zombie_barricades,36125736,5825
zombs,47180661,27356
zoomaa,105584645,29316
zorlakoka,43045369,19409
xxxthefocusxxx,431460701,142606
zrool,50807694,6064
zunksoyyo,183495243,5439